gid,year,pop_gpw_sum
"124765","2010","2591.9678"
"124766","2010","1274.8564"
"124767","2010","2582.3616"
"124768","2010","1879.522"
"124769","2010","1443.7966"
"124770","2010","1491.0906"
"124771","2010","957.4979"
"124772","2010","909.3671"
"124773","2010","23441.37"
"124774","2010","17177.693"
"124775","2010","8965.038"
"124776","2010","6142.318"
"124777","2010","4970.1284"
"124778","2010","4625.341"
"124779","2010","1832.3553"
"124780","2010","7594.5293"
"124781","2010","11898.567"
"124782","2010","9706.694"
"124783","2010","7315.6157"
"124784","2010","8028.24"
"124785","2010","4084.9062"
"124786","2010","1485.1997"
"124787","2010","2043.4246"
"124788","2010","3098.5066"
"124789","2010","3597.0886"
"124790","2010","5454.03"
"124791","2010","7412.1226"
"124792","2010","5007.0845"
"124793","2010","3555.794"
"124794","2010","758.7829"
"124795","2010","667.778"
"124796","2010","5007.2437"
"124797","2010","5013.5015"
"124798","2010","19643.648"
"124799","2010","49715.508"
"124800","2010","147183.2"
"124801","2010","126084.586"
"124802","2010","56128.53"
"124803","2010","26371.266"
"124804","2010","27392.477"
"124805","2010","26769.959"
"124806","2010","12399.589"
"124807","2010","33408.875"
"124808","2010","5877.6826"
"124809","2010","3081.362"
"124810","2010","7534.1035"
"124811","2010","45248.996"
"124812","2010","43854.49"
"124813","2010","17969.332"
"124814","2010","6386.149"
"124815","2010","12728.592"
"124816","2010","4599.934"
"124817","2010","5755.3984"
"124818","2010","4101.4097"
"124819","2010","6276.632"
"124820","2010","6508.537"
"124821","2010","10031.102"
"124822","2010","14638.948"
"124823","2010","30736.764"
"124824","2010","20045.28"
"124825","2010","15389.047"
"124826","2010","15239.751"
"124827","2010","9671.731"
"124828","2010","38320.96"
"124829","2010","48061.418"
"124830","2010","91114.72"
"124831","2010","92903.48"
"124832","2010","103680.375"
"124833","2010","47426.066"
"124834","2010","49293.668"
"124835","2010","56037.44"
"124836","2010","70489.31"
"124837","2010","100198.586"
"124838","2010","69111.08"
"124839","2010","75997.88"
"124840","2010","116713.484"
"124841","2010","140573.94"
"124842","2010","106309.805"
"124843","2010","9926.353"
"124941","2010","450.5116"
"124942","2010","5654.3467"
"124943","2010","9813.055"
"124944","2010","9246.823"
"124945","2010","26295.879"
"124946","2010","27826.092"
"124947","2010","21252.662"
"124948","2010","17190.24"
"124949","2010","18974.326"
"124950","2010","10620.716"
"124951","2010","9402.117"
"124952","2010","8199.051"
"124953","2010","29372.193"
"124954","2010","28722.459"
"124955","2010","148181.97"
"124956","2010","117863.914"
"124957","2010","91020.53"
"124958","2010","78538.9"
"124959","2010","14612.314"
"124960","2010","14589.524"
"124961","2010","14589.524"
"124962","2010","14765.845"
"124963","2010","14870.698"
"124964","2010","14910.802"
"124965","2010","29457.348"
"124966","2010","32394.217"
"124967","2010","149551.36"
"124968","2010","121860.08"
"124969","2010","50261.76"
"124970","2010","45529.156"
"124971","2010","27483.354"
"124972","2010","29867.479"
"124973","2010","82544.164"
"124974","2010","85738.14"
"124975","2010","57211.48"
"124976","2010","92211.51"
"124977","2010","144837.14"
"124978","2010","511207.75"
"124979","2010","1449205.8"
"124980","2010","1231051.5"
"124981","2010","810299.8"
"124982","2010","290194"
"124983","2010","199376.22"
"124984","2010","227234.19"
"124985","2010","408025.62"
"124986","2010","487789.56"
"124987","2010","493478.2"
"124988","2010","261259.08"
"124989","2010","187563.62"
"124990","2010","120435.64"
"124991","2010","59506.02"
"124992","2010","102492.305"
"124993","2010","67052.336"
"124994","2010","924271.7"
"124995","2010","628323.25"
"124996","2010","387466.88"
"124997","2010","141810.1"
"124998","2010","45587.1"
"124999","2010","10738.211"
"125000","2010","182848.95"
"125001","2010","217983.14"
"125121","2010","4835.947"
"125123","2010","1155.8158"
"125124","2010","130905.19"
"125125","2010","292446.7"
"125126","2010","602920.8"
"125127","2010","148230.45"
"125128","2010","224761.56"
"125129","2010","410954.53"
"125130","2010","1602975.2"
"125131","2010","90780.03"
"125132","2010","31279.45"
"125133","2010","6643.2446"
"125134","2010","22464.926"
"125136","2010","22340.021"
"125137","2010","11647.382"
"125141","2010","0"
"125142","2010","370.48804"
"125143","2010","225.28604"
"125144","2010","1942.0278"
"125145","2010","16069.926"
"125146","2010","34702.55"
"125147","2010","20368.068"
"125148","2010","15005.194"
"125149","2010","159443.11"
"125150","2010","1271380"
"125151","2010","156951.88"
"125152","2010","81566.48"
"125153","2010","159850.86"
"125158","2010","100634.805"
"125159","2010","400799"
"125160","2010","421389.88"
"125161","2010","288087.6"
"125162","2010","25889.676"
"125163","2010","63268.215"
"125164","2010","5193.5737"
"125165","2010","34424.137"
"125173","2010","13422.361"
"125174","2010","44032.613"
"125175","2010","18356.184"
"125176","2010","40925.92"
"125177","2010","62168.113"
"125178","2010","58012.906"
"125179","2010","42577.812"
"125180","2010","34473.496"
"125181","2010","12884.118"
"125182","2010","3421.7505"
"125185","2010","877.1113"
"125186","2010","3884.6309"
"125187","2010","5307.3037"
"125188","2010","7620.9087"
"125189","2010","3855.1836"
"125190","2010","2509.936"
"125191","2010","13628.426"
"125192","2010","40579.67"
"125193","2010","8164.746"
"125194","2010","15715.183"
"125195","2010","15749.717"
"125196","2010","17671.848"
"125197","2010","40706.254"
"125198","2010","21848.06"
"125199","2010","3130.7585"
"125200","2010","1934.7498"
"125201","2010","17880.25"
"125202","2010","8941.562"
"125203","2010","18837.012"
"125204","2010","18837.014"
"125205","2010","14831.5"
"125206","2010","8359.41"
"125207","2010","6259.656"
"125208","2010","1162.1538"
"125223","2010","1938.9692"
"125224","2010","16007.902"
"125225","2010","5717.366"
"125226","2010","2919.665"
"125479","2010","3871.682"
"125480","2010","294975.44"
"125481","2010","82001.82"
"125482","2010","250961.69"
"125483","2010","460512.78"
"125484","2010","24935.71"
"125485","2010","8458.895"
"125486","2010","3852.1343"
"125487","2010","2540.833"
"125488","2010","1686.6936"
"125489","2010","1488.0668"
"125490","2010","1478.1254"
"125491","2010","1206.1803"
"125492","2010","4424.362"
"125493","2010","3725.8447"
"125494","2010","2250.7708"
"125495","2010","2941.1155"
"125496","2010","3169.432"
"125497","2010","1322.671"
"125498","2010","787.8798"
"125499","2010","787.8798"
"125500","2010","691.49243"
"125501","2010","4019.6584"
"125502","2010","8012.8096"
"125503","2010","6085.484"
"125504","2010","9570.536"
"125505","2010","7766.0376"
"125506","2010","6346.9756"
"125507","2010","5715.202"
"125508","2010","9595.956"
"125509","2010","3978.2146"
"125510","2010","4003.7036"
"125511","2010","4478.7085"
"125512","2010","5195.5215"
"125513","2010","985.5585"
"125514","2010","539.8713"
"125515","2010","496.30655"
"125516","2010","1986.4718"
"125517","2010","2223.5464"
"125518","2010","15005.53"
"125519","2010","265202.94"
"125520","2010","513681.47"
"125521","2010","196175.08"
"125522","2010","20766.906"
"125523","2010","12368.176"
"125524","2010","8906.86"
"125525","2010","7344.398"
"125526","2010","24119.117"
"125527","2010","71797.74"
"125528","2010","15590.112"
"125529","2010","4498.56"
"125530","2010","6849.953"
"125531","2010","54557.137"
"125532","2010","49171.617"
"125533","2010","4405.728"
"125534","2010","7233.6196"
"125535","2010","10016.443"
"125536","2010","7107.1543"
"125537","2010","3743.0574"
"125538","2010","5256.6787"
"125539","2010","5793.8345"
"125540","2010","6046.5903"
"125541","2010","27368.848"
"125542","2010","26550.4"
"125543","2010","36869.125"
"125544","2010","30261.3"
"125545","2010","20056.947"
"125546","2010","23967.123"
"125547","2010","13313.247"
"125548","2010","12384.06"
"125549","2010","28160.197"
"125550","2010","99321.33"
"125551","2010","82017.414"
"125552","2010","1256479.9"
"125553","2010","40288.72"
"125554","2010","28361.336"
"125555","2010","39327.96"
"125556","2010","46064.42"
"125557","2010","117740.38"
"125558","2010","17253.277"
"125559","2010","56746.152"
"125560","2010","74237.78"
"125561","2010","16466.264"
"125660","2010","658.7846"
"125661","2010","5643.074"
"125662","2010","11143.613"
"125663","2010","6823.1255"
"125664","2010","18748.248"
"125665","2010","29076.45"
"125666","2010","25366.502"
"125667","2010","16263.89"
"125668","2010","12799.733"
"125669","2010","14536.355"
"125670","2010","7872.314"
"125671","2010","6861.7554"
"125672","2010","7380.3086"
"125673","2010","72420.92"
"125674","2010","58383.668"
"125675","2010","38208.72"
"125676","2010","84447.266"
"125677","2010","85199.58"
"125678","2010","89266.6"
"125679","2010","20280.24"
"125680","2010","14604.776"
"125681","2010","14604.776"
"125682","2010","14665.601"
"125683","2010","14836.047"
"125684","2010","15287.891"
"125685","2010","24821.002"
"125686","2010","21695.78"
"125687","2010","58554.06"
"125688","2010","41524.938"
"125689","2010","47291.242"
"125690","2010","50314.305"
"125691","2010","41436.598"
"125692","2010","39751.242"
"125693","2010","66141.7"
"125694","2010","79864.18"
"125695","2010","50137.64"
"125696","2010","51418.598"
"125697","2010","245816.9"
"125698","2010","1394512.1"
"125699","2010","1004502.1"
"125700","2010","1771818.2"
"125701","2010","1295109.9"
"125702","2010","321907.94"
"125703","2010","202307.86"
"125704","2010","220299.34"
"125705","2010","639722.25"
"125706","2010","533701.56"
"125707","2010","630868.25"
"125708","2010","325330.66"
"125709","2010","230372.36"
"125710","2010","214948.16"
"125711","2010","101610.52"
"125712","2010","37934.97"
"125713","2010","48603.23"
"125714","2010","73188"
"125715","2010","151901.2"
"125716","2010","94166.03"
"125717","2010","76003.38"
"125718","2010","9.659728"
"125719","2010","628.1729"
"125720","2010","18495.076"
"125721","2010","57952.746"
"125722","2010","3648.785"
"125840","2010","869.916"
"125841","2010","16686.365"
"125843","2010","105908.12"
"125844","2010","24253.482"
"125845","2010","27550.86"
"125846","2010","186528.02"
"125847","2010","168779.64"
"125848","2010","226002.78"
"125849","2010","305333.97"
"125850","2010","1286976.6"
"125851","2010","129039.484"
"125852","2010","16521.16"
"125853","2010","89616.62"
"125854","2010","24272.283"
"125856","2010","121564.336"
"125857","2010","59232.105"
"125861","2010","7375.1323"
"125862","2010","13121.806"
"125863","2010","34536.766"
"125864","2010","130985.875"
"125865","2010","27048.9"
"125866","2010","173512.27"
"125867","2010","60498.75"
"125868","2010","19206.193"
"125869","2010","253940.17"
"125870","2010","146923.8"
"125871","2010","548073.2"
"125872","2010","37681.816"
"125873","2010","49272.535"
"125874","2010","346.13074"
"125878","2010","78916.15"
"125879","2010","122990.58"
"125880","2010","185079.33"
"125881","2010","341940.03"
"125882","2010","138462.55"
"125883","2010","63956.9"
"125884","2010","28486.064"
"125885","2010","11045.934"
"125897","2010","17468.97"
"125898","2010","6190.873"
"125899","2010","15836.991"
"125900","2010","9572.2295"
"125901","2010","237.72276"
"125904","2010","6.4207215"
"125905","2010","50993.758"
"125906","2010","5486.135"
"125907","2010","12111.675"
"125908","2010","3822.9253"
"125909","2010","5575.7036"
"125910","2010","9053.11"
"125912","2010","5834.89"
"125913","2010","8473.941"
"125914","2010","5100.0244"
"125915","2010","2089.0298"
"125916","2010","688.2358"
"125917","2010","4382.1587"
"125918","2010","6722.244"
"125919","2010","1029.3253"
"125920","2010","2809.7983"
"125921","2010","84126.766"
"125922","2010","260443.17"
"125923","2010","12227.02"
"125924","2010","4132.2744"
"125925","2010","56.37107"
"125940","2010","135.42136"
"125941","2010","11190.444"
"125942","2010","8694.84"
"125943","2010","8173.5938"
"125944","2010","2914.315"
"126199","2010","244515.34"
"126200","2010","1849968.4"
"126201","2010","952283.75"
"126202","2010","223913.55"
"126203","2010","102823.23"
"126204","2010","33040.89"
"126205","2010","20490.28"
"126206","2010","3840.4458"
"126207","2010","1399.482"
"126208","2010","933.842"
"126209","2010","1514.0822"
"126210","2010","1868.1604"
"126211","2010","2673.6785"
"126212","2010","2769.5347"
"126213","2010","1991.9935"
"126214","2010","928.2241"
"126215","2010","782.61456"
"126216","2010","687.6122"
"126217","2010","673.3234"
"126218","2010","582.773"
"126219","2010","581.24445"
"126220","2010","470.81113"
"126221","2010","746.9516"
"126222","2010","587.49915"
"126223","2010","509.57785"
"126224","2010","509.57785"
"126225","2010","912.8449"
"126226","2010","6035.25"
"126227","2010","7772.669"
"126228","2010","10956.6455"
"126229","2010","8017.205"
"126230","2010","5124.0767"
"126231","2010","3601.8318"
"126232","2010","1864.3783"
"126233","2010","864.106"
"126234","2010","912.44275"
"126235","2010","790.8495"
"126236","2010","613.9238"
"126237","2010","491.03387"
"126238","2010","490.6092"
"126239","2010","210383.1"
"126240","2010","467580.94"
"126241","2010","11139.117"
"126242","2010","4161.7085"
"126243","2010","4981.509"
"126244","2010","3772.6594"
"126245","2010","3342.8838"
"126246","2010","7596.882"
"126247","2010","27031.53"
"126248","2010","21161.082"
"126249","2010","17287.36"
"126250","2010","17726.752"
"126251","2010","47087.86"
"126252","2010","19586.143"
"126253","2010","7724.337"
"126254","2010","7753.1704"
"126255","2010","7042.4785"
"126256","2010","4417.661"
"126257","2010","5640.88"
"126258","2010","5790.9775"
"126259","2010","5915.0337"
"126260","2010","11848.899"
"126261","2010","75057.75"
"126262","2010","79208.09"
"126263","2010","50228.38"
"126264","2010","38168.75"
"126265","2010","49016.277"
"126266","2010","54111.766"
"126267","2010","31465.02"
"126268","2010","23818.596"
"126269","2010","60603.773"
"126270","2010","75967.125"
"126271","2010","69614.12"
"126272","2010","156002.89"
"126274","2010","6005.8276"
"126275","2010","329.43"
"126379","2010","130.42017"
"126380","2010","4278.3945"
"126381","2010","6538.905"
"126382","2010","10074.562"
"126383","2010","14929.514"
"126384","2010","23198.176"
"126385","2010","11131.098"
"126386","2010","15897.038"
"126387","2010","6577.3496"
"126388","2010","14759.885"
"126389","2010","15135.893"
"126390","2010","12141.762"
"126391","2010","8715.984"
"126392","2010","18501"
"126393","2010","71759.16"
"126394","2010","53409.547"
"126395","2010","34256.6"
"126396","2010","40451.117"
"126397","2010","54682.82"
"126398","2010","51229.16"
"126399","2010","44339.844"
"126400","2010","24034.42"
"126401","2010","14262.355"
"126402","2010","13035.327"
"126403","2010","9202.297"
"126404","2010","10161.002"
"126405","2010","18578.055"
"126406","2010","21645.646"
"126407","2010","22623.574"
"126408","2010","21793.39"
"126409","2010","23532.436"
"126410","2010","38916.508"
"126411","2010","37572.684"
"126412","2010","39731.637"
"126413","2010","38762.707"
"126414","2010","44679.086"
"126415","2010","42378.918"
"126416","2010","49142.887"
"126417","2010","269977.12"
"126418","2010","589100.25"
"126419","2010","902660.94"
"126420","2010","1514222.2"
"126421","2010","979742.1"
"126422","2010","523482.56"
"126423","2010","330828.22"
"126424","2010","161855"
"126425","2010","148212.14"
"126426","2010","72089.77"
"126427","2010","129316.805"
"126428","2010","391578.4"
"126429","2010","207230.73"
"126430","2010","60365.68"
"126431","2010","49581.31"
"126432","2010","37397.25"
"126433","2010","30831.861"
"126434","2010","57644.26"
"126435","2010","53924.41"
"126436","2010","154785.38"
"126437","2010","88934.37"
"126438","2010","15.086459"
"126439","2010","444.9523"
"126440","2010","1694.5735"
"126441","2010","71103.04"
"126442","2010","69917.05"
"126443","2010","16327.55"
"126560","2010","12332.93"
"126561","2010","0"
"126562","2010","15870.31"
"126563","2010","220568.05"
"126564","2010","95226.97"
"126565","2010","178795.19"
"126566","2010","134918.66"
"126567","2010","32530.566"
"126568","2010","40556.527"
"126569","2010","63067.727"
"126570","2010","124380.695"
"126571","2010","68558.24"
"126572","2010","91114.336"
"126573","2010","228900.61"
"126581","2010","31565.906"
"126582","2010","64619.555"
"126583","2010","52912.477"
"126584","2010","62359.785"
"126585","2010","60282.46"
"126586","2010","67868.29"
"126587","2010","39511.812"
"126588","2010","86909.61"
"126589","2010","41016.9"
"126590","2010","97495.18"
"126591","2010","406266.53"
"126592","2010","77596.22"
"126593","2010","46838.004"
"126594","2010","4726.3745"
"126599","2010","83778.44"
"126600","2010","31331.502"
"126601","2010","38291.28"
"126602","2010","95421.1"
"126603","2010","47938.21"
"126604","2010","41579.754"
"126609","2010","626.0951"
"126610","2010","98.50691"
"126612","2010","37023.402"
"126613","2010","3704.055"
"126620","2010","20.79665"
"126621","2010","1865.9587"
"126624","2010","0"
"126625","2010","8489.018"
"126626","2010","2175.1626"
"126627","2010","7160.279"
"126628","2010","10711.861"
"126629","2010","4343.9897"
"126630","2010","1041.583"
"126633","2010","6692.247"
"126634","2010","4405.5557"
"126635","2010","4012.9004"
"126636","2010","2403.5286"
"126637","2010","4066.3555"
"126638","2010","6683.361"
"126639","2010","4847.128"
"126640","2010","11483.536"
"126641","2010","18868.365"
"126642","2010","16779.043"
"126654","2010","25755.195"
"126655","2010","17644.957"
"126660","2010","301.89453"
"126661","2010","6364.121"
"126919","2010","67238.85"
"126920","2010","193409.77"
"126921","2010","446403.06"
"126922","2010","231285.39"
"126923","2010","373079.16"
"126924","2010","23296.338"
"126925","2010","51646.13"
"126926","2010","2588.0967"
"126927","2010","1690.0276"
"126928","2010","673.65137"
"126929","2010","1519.4802"
"126930","2010","2590.1948"
"126931","2010","2727.7805"
"126932","2010","2474.423"
"126933","2010","1011.88324"
"126934","2010","1031.7435"
"126935","2010","743.851"
"126936","2010","612.48676"
"126937","2010","358.3941"
"126938","2010","298.6955"
"126939","2010","257.0345"
"126940","2010","239.94048"
"126941","2010","208.87975"
"126942","2010","500.4549"
"126943","2010","509.79062"
"126944","2010","509.79062"
"126945","2010","508.04852"
"126946","2010","467.0505"
"126947","2010","509.00775"
"126948","2010","769.1204"
"126949","2010","3971.8735"
"126950","2010","1980.9299"
"126951","2010","1034.2028"
"126952","2010","946.3403"
"126953","2010","946.3403"
"126954","2010","946.3403"
"126955","2010","946.3403"
"126956","2010","945.3053"
"126957","2010","875.6063"
"126958","2010","557.44293"
"126959","2010","1548.2256"
"126960","2010","17780.096"
"126961","2010","1749.7578"
"126962","2010","1910.3464"
"126963","2010","3193.5645"
"126964","2010","3232.9146"
"126965","2010","3749.765"
"126966","2010","3873.5515"
"126967","2010","8618.586"
"126968","2010","6813.139"
"126969","2010","3400.0354"
"126970","2010","9770.109"
"126971","2010","7458.2554"
"126972","2010","11162.193"
"126973","2010","9725.408"
"126974","2010","5443.8022"
"126975","2010","5703.1167"
"126976","2010","7180.528"
"126977","2010","10348.518"
"126978","2010","11327.095"
"126979","2010","23467.672"
"126980","2010","33937.52"
"126981","2010","33462.24"
"126982","2010","72759.98"
"126983","2010","174942.62"
"126984","2010","74543.15"
"126985","2010","82127.445"
"126986","2010","84742.27"
"126987","2010","31069.926"
"126988","2010","34563.008"
"126989","2010","56591.64"
"126990","2010","46842.695"
"126991","2010","55855.492"
"126992","2010","399.3477"
"127099","2010","1391.5957"
"127100","2010","3139.7102"
"127101","2010","4524.208"
"127102","2010","10146.004"
"127103","2010","17491.904"
"127104","2010","8480.946"
"127105","2010","11911.855"
"127106","2010","13736.1875"
"127107","2010","32677.03"
"127108","2010","23906.105"
"127109","2010","5579.646"
"127110","2010","8417.77"
"127111","2010","17618.664"
"127112","2010","23642.031"
"127113","2010","26160.955"
"127114","2010","45213.39"
"127115","2010","47685.402"
"127116","2010","48003.098"
"127117","2010","48324.69"
"127118","2010","48615.582"
"127119","2010","48114.652"
"127120","2010","25031.654"
"127121","2010","9254.692"
"127122","2010","8968.247"
"127123","2010","8968.247"
"127124","2010","9019.954"
"127125","2010","37098.727"
"127126","2010","37413.258"
"127127","2010","38494.723"
"127128","2010","35153.574"
"127129","2010","29066.914"
"127130","2010","23746.166"
"127131","2010","20635.21"
"127132","2010","29772.137"
"127133","2010","30058.998"
"127134","2010","26250.922"
"127135","2010","26385.826"
"127136","2010","37821.36"
"127137","2010","80766.555"
"127138","2010","626409.94"
"127139","2010","1040132.56"
"127140","2010","1740723.6"
"127141","2010","1367910.8"
"127142","2010","252711.61"
"127143","2010","299046.06"
"127144","2010","192414.97"
"127145","2010","0"
"127146","2010","20468.23"
"127147","2010","50837.438"
"127148","2010","368642.7"
"127149","2010","255026.19"
"127150","2010","104486.93"
"127151","2010","50370.434"
"127152","2010","53412.64"
"127153","2010","31017.723"
"127154","2010","92526.336"
"127155","2010","536098.5"
"127156","2010","342129.9"
"127157","2010","148762.5"
"127158","2010","6491.4604"
"127159","2010","6036.4644"
"127160","2010","5613.641"
"127161","2010","61879.83"
"127162","2010","20518.666"
"127163","2010","6856.1895"
"127164","2010","9348.222"
"127278","2010","1412.3492"
"127279","2010","11415.249"
"127282","2010","161274.7"
"127283","2010","223256.02"
"127284","2010","47380.297"
"127285","2010","191459.1"
"127286","2010","101993.75"
"127287","2010","202388.3"
"127288","2010","712312.4"
"127289","2010","14489.103"
"127290","2010","491.6534"
"127291","2010","27398.312"
"127292","2010","125092.49"
"127293","2010","91669.42"
"127298","2010","2833.555"
"127300","2010","66281.57"
"127301","2010","97735.35"
"127302","2010","59464.867"
"127303","2010","30881.35"
"127304","2010","15657.023"
"127305","2010","29685.04"
"127306","2010","42041.297"
"127307","2010","54887.22"
"127308","2010","130951.234"
"127309","2010","22011.553"
"127310","2010","90344.28"
"127311","2010","77274.95"
"127312","2010","67563.266"
"127313","2010","131201.36"
"127314","2010","3382.8945"
"127319","2010","46366.242"
"127320","2010","41905.03"
"127321","2010","37518.445"
"127322","2010","55723.504"
"127323","2010","27008.076"
"127324","2010","20323.695"
"127325","2010","21702.686"
"127326","2010","8758.203"
"127327","2010","36808.72"
"127329","2010","16254.042"
"127330","2010","19240.072"
"127331","2010","23262.254"
"127332","2010","17032.04"
"127333","2010","6682.797"
"127335","2010","896.5837"
"127336","2010","12633.6"
"127337","2010","3619.9158"
"127340","2010","2042.1434"
"127341","2010","4381.5713"
"127343","2010","343.73282"
"127344","2010","2119.9397"
"127345","2010","16097.67"
"127346","2010","7098.4097"
"127347","2010","5497.508"
"127348","2010","18276.047"
"127349","2010","9025.121"
"127351","2010","1222.3042"
"127352","2010","18810.648"
"127353","2010","44140.375"
"127354","2010","14768.353"
"127355","2010","3185.659"
"127356","2010","2463.166"
"127357","2010","5170.2485"
"127358","2010","6883.331"
"127359","2010","43.87161"
"127374","2010","2744.6506"
"127375","2010","1182.6139"
"127380","2010","1279.3354"
"127618","2010","44.14985"
"127619","2010","27.40166"
"127620","2010","1877.5695"
"127639","2010","264593.03"
"127640","2010","295093.88"
"127641","2010","242441.03"
"127642","2010","218735.4"
"127643","2010","547379.4"
"127644","2010","70779.87"
"127645","2010","37254.22"
"127646","2010","3331.7986"
"127647","2010","1586.0562"
"127648","2010","644.3078"
"127649","2010","1227.7974"
"127650","2010","2658.2817"
"127651","2010","2284.3"
"127652","2010","928.38275"
"127653","2010","935.9544"
"127654","2010","889.5246"
"127655","2010","672.2806"
"127656","2010","409.7005"
"127657","2010","213.41786"
"127658","2010","300.56424"
"127659","2010","547.37994"
"127660","2010","597.2123"
"127661","2010","569.82324"
"127662","2010","515.49225"
"127663","2010","509.9503"
"127664","2010","748.17175"
"127665","2010","1234.5542"
"127666","2010","747.4466"
"127667","2010","362.1274"
"127668","2010","338.77402"
"127669","2010","521.7553"
"127670","2010","388.1338"
"127671","2010","929.13727"
"127672","2010","946.63666"
"127673","2010","946.63666"
"127674","2010","946.63666"
"127675","2010","946.63666"
"127676","2010","976.6037"
"127677","2010","1685.6459"
"127678","2010","490.9678"
"127679","2010","4113.8667"
"127680","2010","5935.8613"
"127681","2010","1687.5084"
"127682","2010","2851.6912"
"127683","2010","3169.607"
"127684","2010","3685.315"
"127685","2010","3817.8135"
"127686","2010","2058.047"
"127687","2010","1585.2621"
"127688","2010","1819.3107"
"127689","2010","4507.7627"
"127690","2010","5482.735"
"127691","2010","6936.334"
"127692","2010","11192.622"
"127693","2010","9530.425"
"127694","2010","1353.5284"
"127695","2010","1513.9006"
"127696","2010","5281.214"
"127697","2010","10561.406"
"127698","2010","10371.716"
"127699","2010","19307.504"
"127700","2010","19551.932"
"127701","2010","23238.066"
"127702","2010","20156.533"
"127703","2010","109477.28"
"127704","2010","2287080"
"127705","2010","251879.12"
"127706","2010","126193.89"
"127707","2010","87102.47"
"127708","2010","51443.727"
"127709","2010","21824.865"
"127710","2010","7711.393"
"127711","2010","8104.9697"
"127818","2010","1204.25"
"127819","2010","22153.078"
"127820","2010","29999.762"
"127821","2010","8490.769"
"127822","2010","11268.578"
"127823","2010","6015.9614"
"127824","2010","4385.7905"
"127825","2010","10445.739"
"127826","2010","7429.944"
"127827","2010","30667.354"
"127828","2010","15995.378"
"127829","2010","6070.5366"
"127830","2010","9993.772"
"127831","2010","17836.244"
"127832","2010","19214.064"
"127833","2010","14677.818"
"127834","2010","19737.867"
"127835","2010","43295.97"
"127836","2010","58091.156"
"127837","2010","53866.254"
"127838","2010","53298.246"
"127839","2010","41446.07"
"127840","2010","15187.301"
"127841","2010","9876.687"
"127842","2010","8982.847"
"127843","2010","19826.246"
"127844","2010","31360.604"
"127845","2010","48181.195"
"127846","2010","44115.59"
"127847","2010","39149.36"
"127848","2010","34369.082"
"127849","2010","24598.316"
"127850","2010","21808.803"
"127851","2010","20133.275"
"127852","2010","20390.402"
"127853","2010","24468.754"
"127854","2010","25273.682"
"127855","2010","32358.13"
"127856","2010","41995.59"
"127857","2010","41995.59"
"127858","2010","664459.7"
"127859","2010","661282.7"
"127860","2010","1159421.1"
"127861","2010","600625.44"
"127862","2010","264666.6"
"127863","2010","271219.4"
"127864","2010","174768.39"
"127865","2010","0"
"127866","2010","0"
"127867","2010","0"
"127868","2010","81073.39"
"127869","2010","578409.25"
"127870","2010","381443.4"
"127871","2010","92231.89"
"127872","2010","86557.27"
"127873","2010","68963.87"
"127874","2010","4548727"
"127875","2010","809375.6"
"127876","2010","362357.62"
"127877","2010","245899.31"
"127878","2010","12770.804"
"127879","2010","3139.717"
"127880","2010","31874.762"
"127881","2010","23523.04"
"127882","2010","24270.045"
"127883","2010","78381.836"
"127884","2010","119104.305"
"127998","2010","12240.668"
"127999","2010","2904.4436"
"128001","2010","66980.39"
"128002","2010","246145.39"
"128003","2010","62530.23"
"128004","2010","199017.95"
"128005","2010","225623.6"
"128006","2010","50418.227"
"128007","2010","75192.06"
"128008","2010","122433.234"
"128009","2010","134052.03"
"128012","2010","1.3656073"
"128019","2010","7138.837"
"128020","2010","36882.617"
"128021","2010","51413.45"
"128022","2010","33907.914"
"128023","2010","8665.46"
"128024","2010","11078.393"
"128025","2010","11556.504"
"128026","2010","23332.088"
"128027","2010","38221.7"
"128028","2010","32846.484"
"128029","2010","18803.32"
"128030","2010","31394.484"
"128031","2010","34528.133"
"128032","2010","7498.4634"
"128033","2010","48023.016"
"128034","2010","626864.9"
"128035","2010","4980.409"
"128039","2010","37917.07"
"128040","2010","166037.6"
"128041","2010","148162.02"
"128042","2010","39830.43"
"128043","2010","20885.666"
"128044","2010","30154.895"
"128045","2010","108638.17"
"128046","2010","56295.15"
"128047","2010","79513.46"
"128048","2010","5964.606"
"128055","2010","3873.863"
"128056","2010","14407.021"
"128057","2010","3427.0583"
"128060","2010","2496.199"
"128062","2010","6427.0396"
"128063","2010","99688.1"
"128064","2010","43038.223"
"128065","2010","30072.39"
"128066","2010","4937.2104"
"128067","2010","5248.7993"
"128068","2010","44752.164"
"128069","2010","19096.219"
"128070","2010","7622.6157"
"128072","2010","11061.658"
"128073","2010","96510.21"
"128076","2010","44.748955"
"128100","2010","4297.9272"
"128337","2010","2.4989662"
"128338","2010","955.71063"
"128339","2010","1247.5494"
"128340","2010","9258.055"
"128341","2010","1438.9589"
"128342","2010","4615.7925"
"128359","2010","151107.81"
"128360","2010","249556.67"
"128361","2010","170404.12"
"128362","2010","203171.58"
"128363","2010","231110.39"
"128364","2010","89460.945"
"128365","2010","55954.457"
"128366","2010","27299.506"
"128367","2010","19105.016"
"128368","2010","3892.418"
"128369","2010","4265.193"
"128370","2010","2391.5244"
"128371","2010","999.506"
"128372","2010","1599.8466"
"128373","2010","959.41724"
"128374","2010","733.8337"
"128375","2010","777.4223"
"128376","2010","615.1882"
"128377","2010","628.21313"
"128378","2010","619.4545"
