gid,row,col,xcoord,ycoord,mountains_mean
"140054","195","374","6.75","7.25","0.02"
"140055","195","375","7.25","7.25","0"
"140056","195","376","7.75","7.25","0"
"140057","195","377","8.25","7.25","0"
"140058","195","378","8.75","7.25","0.004166667"
"140059","195","379","9.25","7.25","0.020833334"
"140060","195","380","9.75","7.25","0.08388889"
"140061","195","381","10.25","7.25","0.2211111"
"140062","195","382","10.75","7.25","0.56805557"
"140063","195","383","11.25","7.25","0.75722224"
"140064","195","384","11.75","7.25","0.9925"
"140065","195","385","12.25","7.25","0.8561111"
"140066","195","386","12.75","7.25","0.40305555"
"140067","195","387","13.25","7.25","0.100833334"
"140068","195","388","13.75","7.25","0.078888886"
"140069","195","389","14.25","7.25","0.44472224"
"140070","195","390","14.75","7.25","0.5775"
"140071","195","391","15.25","7.25","0.5530556"
"140072","195","392","15.75","7.25","0.20333333"
"140073","195","393","16.25","7.25","0.007222222"
"140074","195","394","16.75","7.25","0"
"140075","195","395","17.25","7.25","0"
"140076","195","396","17.75","7.25","0"
"140077","195","397","18.25","7.25","0"
"140078","195","398","18.75","7.25","0"
"140079","195","399","19.25","7.25","0"
"140080","195","400","19.75","7.25","0"
"140081","195","401","20.25","7.25","0"
"140082","195","402","20.75","7.25","0"
"140083","195","403","21.25","7.25","0.06916667"
"140084","195","404","21.75","7.25","0.039722223"
"140085","195","405","22.25","7.25","0"
"140086","195","406","22.75","7.25","0.027222222"
"140087","195","407","23.25","7.25","0"
"140088","195","408","23.75","7.25","0"
"140089","195","409","24.25","7.25","0"
"140090","195","410","24.75","7.25","0"
"140091","195","411","25.25","7.25","0"
"140092","195","412","25.75","7.25","0"
"140093","195","413","26.25","7.25","0"
"140094","195","414","26.75","7.25","0"
"140095","195","415","27.25","7.25","0"
"140096","195","416","27.75","7.25","0"
"140097","195","417","28.25","7.25","0"
"140098","195","418","28.75","7.25","0"
"140099","195","419","29.25","7.25","0"
"140100","195","420","29.75","7.25","0"
"140101","195","421","30.25","7.25","0"
"140102","195","422","30.75","7.25","0"
"140103","195","423","31.25","7.25","0"
"140104","195","424","31.75","7.25","0"
"140105","195","425","32.25","7.25","0"
"140106","195","426","32.75","7.25","0"
"140107","195","427","33.25","7.25","0"
"140108","195","428","33.75","7.25","0"
"140109","195","429","34.25","7.25","0.061388887"
"140110","195","430","34.75","7.25","0.38944444"
"140111","195","431","35.25","7.25","0.90833336"
"140112","195","432","35.75","7.25","0.72055554"
"140113","195","433","36.25","7.25","0.78694445"
"140114","195","434","36.75","7.25","0.9963889"
"140115","195","435","37.25","7.25","0.9661111"
"140116","195","436","37.75","7.25","0.5341667"
"140117","195","437","38.25","7.25","0.24916667"
"140118","195","438","38.75","7.25","0.6363889"
"140119","195","439","39.25","7.25","0.72194445"
"140120","195","440","39.75","7.25","0.8736111"
"140121","195","441","40.25","7.25","0.5213889"
"140122","195","442","40.75","7.25","0.41166666"
"140123","195","443","41.25","7.25","0.18944444"
"140124","195","444","41.75","7.25","0.10888889"
"140125","195","445","42.25","7.25","0.28055555"
"140126","195","446","42.75","7.25","0.33194444"
"140127","195","447","43.25","7.25","0"
"140128","195","448","43.75","7.25","0.047222223"
"140129","195","449","44.25","7.25","0.23083334"
"140130","195","450","44.75","7.25","0"
"140131","195","451","45.25","7.25","0"
"140132","195","452","45.75","7.25","0"
"140133","195","453","46.25","7.25","0"
"140134","195","454","46.75","7.25","0"
"140135","195","455","47.25","7.25","0"
"140136","195","456","47.75","7.25","0"
"140137","195","457","48.25","7.25","0"
"140138","195","458","48.75","7.25","0"
"140139","195","459","49.25","7.25","0"
"140140","195","460","49.75","7.25","0"
"140186","195","506","72.75","7.25",
"140200","195","520","79.75","7.25","0"
"140201","195","521","80.25","7.25","0.13166666"
"140202","195","522","80.75","7.25","0.89416665"
"140203","195","523","81.25","7.25","0.27055556"
"140204","195","524","81.75","7.25","0.009565217"
"140228","195","548","93.75","7.25","0.085"
"140239","195","559","99.25","7.25","0"
"140240","195","560","99.75","7.25","0.1992"
"140241","195","561","100.25","7.25","0.03264706"
"140242","195","562","100.75","7.25","0"
"140274","195","594","116.75","7.25",
"140275","195","595","117.25","7.25","0.14"
"140284","195","604","121.75","7.25","0.72"
"140285","195","605","122.25","7.25","0.5466667"
"140286","195","606","122.75","7.25",
"140287","195","607","123.25","7.25",
"140288","195","608","123.75","7.25",
"140289","195","609","124.25","7.25","0.22238095"
"140290","195","610","124.75","7.25","0.16166666"
"140291","195","611","125.25","7.25","0.7236111"
"140292","195","612","125.75","7.25","0.194375"
"140293","195","613","126.25","7.25","0.8858824"
"140294","195","614","126.75","7.25",
"140309","195","629","134.25","7.25",
"140310","195","630","134.75","7.25",
"140378","195","698","168.75","7.25",
"140383","195","703","171.25","7.25",
"140597","196","197","-81.75","7.75","0.035"
"140598","196","198","-81.25","7.75","0.16"
"140599","196","199","-80.75","7.75","0.31970587"
"140600","196","200","-80.25","7.75","0.1665"
"140601","196","201","-79.75","7.75",
"140604","196","204","-78.25","7.75","0.35647058"
"140605","196","205","-77.75","7.75","0.5802778"
"140606","196","206","-77.25","7.75","0.155"
"140607","196","207","-76.75","7.75","0.13366666"
"140608","196","208","-76.25","7.75","0.52166665"
"140609","196","209","-75.75","7.75","0.43166667"
"140610","196","210","-75.25","7.75","0.071944445"
"140611","196","211","-74.75","7.75","0.28472224"
"140612","196","212","-74.25","7.75","0.8780556"
"140613","196","213","-73.75","7.75","0"
"140614","196","214","-73.25","7.75","0.68527776"
"140615","196","215","-72.75","7.75","0.93666667"
"140616","196","216","-72.25","7.75","0.97555554"
"140617","196","217","-71.75","7.75","0.7213889"
"140618","196","218","-71.25","7.75","0.26444444"
"140619","196","219","-70.75","7.75","0"
"140620","196","220","-70.25","7.75","0"
"140621","196","221","-69.75","7.75","0"
"140622","196","222","-69.25","7.75","0"
"140623","196","223","-68.75","7.75","0"
"140624","196","224","-68.25","7.75","0"
"140625","196","225","-67.75","7.75","0"
"140626","196","226","-67.25","7.75","0"
"140627","196","227","-66.75","7.75","0"
"140628","196","228","-66.25","7.75","0"
"140629","196","229","-65.75","7.75","0"
"140630","196","230","-65.25","7.75","0"
"140631","196","231","-64.75","7.75","0.12555556"
"140632","196","232","-64.25","7.75","0.22055556"
"140633","196","233","-63.75","7.75","0.004166667"
"140634","196","234","-63.25","7.75","0.21916667"
"140635","196","235","-62.75","7.75","0.079166666"
"140636","196","236","-62.25","7.75","0.175"
"140637","196","237","-61.75","7.75","0.16055556"
"140638","196","238","-61.25","7.75","0.44194445"
"140639","196","239","-60.75","7.75","0.005555555"
"140640","196","240","-60.25","7.75","0"
"140641","196","241","-59.75","7.75","0"
"140642","196","242","-59.25","7.75","0"
"140643","196","243","-58.75","7.75","0"
"140735","196","335","-12.75","7.75","0"
"140736","196","336","-12.25","7.75","0.00033333333"
"140737","196","337","-11.75","7.75","0"
"140738","196","338","-11.25","7.75","0.01638889"
"140739","196","339","-10.75","7.75","0.075"
"140740","196","340","-10.25","7.75","0.40694445"
"140741","196","341","-9.75","7.75","0.16083333"
"140742","196","342","-9.25","7.75","0.0044444446"
"140743","196","343","-8.75","7.75","0.0775"
"140744","196","344","-8.25","7.75","0.29555556"
"140745","196","345","-7.75","7.75","0.55277777"
"140746","196","346","-7.25","7.75","0.5372222"
"140747","196","347","-6.75","7.75","0.003611111"
"140748","196","348","-6.25","7.75","0.018888889"
"140749","196","349","-5.75","7.75","0"
"140750","196","350","-5.25","7.75","0"
"140751","196","351","-4.75","7.75","0"
"140752","196","352","-4.25","7.75","0"
"140753","196","353","-3.75","7.75","0"
"140754","196","354","-3.25","7.75","0.0022222223"
"140755","196","355","-2.75","7.75","0.07111111"
"140756","196","356","-2.25","7.75","0"
"140757","196","357","-1.75","7.75","0"
"140758","196","358","-1.25","7.75","0"
"140759","196","359","-0.75","7.75","0"
"140760","196","360","-0.25","7.75","0"
"140761","196","361","0.25","7.75","0"
"140762","196","362","0.75","7.75","0.52944446"
"140763","196","363","1.25","7.75","0.10027778"
"140764","196","364","1.75","7.75","0"
"140765","196","365","2.25","7.75","0"
"140766","196","366","2.75","7.75","0"
"140767","196","367","3.25","7.75","0"
"140768","196","368","3.75","7.75","0"
"140769","196","369","4.25","7.75","0"
"140770","196","370","4.75","7.75","0.059444446"
"140771","196","371","5.25","7.75","0.00027777778"
"140772","196","372","5.75","7.75","0.00055555557"
"140773","196","373","6.25","7.75","0.01638889"
"140774","196","374","6.75","7.75","0.045555554"
"140775","196","375","7.25","7.75","0"
"140776","196","376","7.75","7.75","0"
"140777","196","377","8.25","7.75","0"
"140778","196","378","8.75","7.75","0"
"140779","196","379","9.25","7.75","0"
"140780","196","380","9.75","7.75","0"
"140781","196","381","10.25","7.75","0.031944443"
"140782","196","382","10.75","7.75","0.50972223"
"140783","196","383","11.25","7.75","0.6188889"
"140784","196","384","11.75","7.75","0.9336111"
"140785","196","385","12.25","7.75","0.73777777"
"140786","196","386","12.75","7.75","0.85694444"
"140787","196","387","13.25","7.75","0.675"
"140788","196","388","13.75","7.75","0.7083333"
"140789","196","389","14.25","7.75","0.73833334"
"140790","196","390","14.75","7.75","0.47722223"
"140791","196","391","15.25","7.75","0.27694446"
"140792","196","392","15.75","7.75","0.16361111"
"140793","196","393","16.25","7.75","0.0019444444"
"140794","196","394","16.75","7.75","0"
"140795","196","395","17.25","7.75","0"
"140796","196","396","17.75","7.75","0"
"140797","196","397","18.25","7.75","0"
"140798","196","398","18.75","7.75","0"
"140799","196","399","19.25","7.75","0"
"140800","196","400","19.75","7.75","0"
"140801","196","401","20.25","7.75","0"
"140802","196","402","20.75","7.75","0"
"140803","196","403","21.25","7.75","0.00027777778"
"140804","196","404","21.75","7.75","0"
"140805","196","405","22.25","7.75","0"
"140806","196","406","22.75","7.75","0"
"140807","196","407","23.25","7.75","0"
"140808","196","408","23.75","7.75","0"
"140809","196","409","24.25","7.75","0"
"140810","196","410","24.75","7.75","0"
"140811","196","411","25.25","7.75","0"
"140812","196","412","25.75","7.75","0"
"140813","196","413","26.25","7.75","0"
"140814","196","414","26.75","7.75","0"
"140815","196","415","27.25","7.75","0"
"140816","196","416","27.75","7.75","0"
"140817","196","417","28.25","7.75","0"
"140818","196","418","28.75","7.75","0"
"140819","196","419","29.25","7.75","0"
"140820","196","420","29.75","7.75","0"
"140821","196","421","30.25","7.75","0"
"140822","196","422","30.75","7.75","0"
"140823","196","423","31.25","7.75","0"
"140824","196","424","31.75","7.75","0"
"140825","196","425","32.25","7.75","0"
"140826","196","426","32.75","7.75","0"
"140827","196","427","33.25","7.75","0"
"140828","196","428","33.75","7.75","0"
"140829","196","429","34.25","7.75","0"
"140830","196","430","34.75","7.75","0.3538889"
"140831","196","431","35.25","7.75","0.7975"
"140832","196","432","35.75","7.75","0.37166667"
"140833","196","433","36.25","7.75","0.55972224"
"140834","196","434","36.75","7.75","0.5838889"
"140835","196","435","37.25","7.75","0.77444446"
"140836","196","436","37.75","7.75","0.7619445"
"140837","196","437","38.25","7.75","0.29083332"
"140838","196","438","38.75","7.75","0.31833333"
"140839","196","439","39.25","7.75","0.9363889"
"140840","196","440","39.75","7.75","0.75222224"
"140841","196","441","40.25","7.75","0.9527778"
"140842","196","442","40.75","7.75","0.70305556"
"140843","196","443","41.25","7.75","0.20611112"
"140844","196","444","41.75","7.75","0.6311111"
"140845","196","445","42.25","7.75","0.19944444"
"140846","196","446","42.75","7.75","0.03333333"
"140847","196","447","43.25","7.75","0"
"140848","196","448","43.75","7.75","0.006388889"
"140849","196","449","44.25","7.75","0"
"140850","196","450","44.75","7.75","0"
"140851","196","451","45.25","7.75","0"
"140852","196","452","45.75","7.75","0"
"140853","196","453","46.25","7.75","0"
"140854","196","454","46.75","7.75","0.022777777"
"140855","196","455","47.25","7.75","0.30694443"
"140856","196","456","47.75","7.75","0"
"140857","196","457","48.25","7.75","0"
"140858","196","458","48.75","7.75","0"
"140859","196","459","49.25","7.75","0"
"140860","196","460","49.75","7.75","0"
"140920","196","520","79.75","7.75","0"
"140921","196","521","80.25","7.75","0.0044444446"
"140922","196","522","80.75","7.75","0.30055556"
"140923","196","523","81.25","7.75","0.00055555557"
"140924","196","524","81.75","7.75","0"
"140947","196","547","93.25","7.75",
"140957","196","557","98.25","7.75",
"140958","196","558","98.75","7.75",
"140959","196","559","99.25","7.75","0.04631579"
"140960","196","560","99.75","7.75","0.05666667"
"140961","196","561","100.25","7.75","0.00041666665"
"140994","196","594","116.75","7.75",
"140995","196","595","117.25","7.75",
"141005","196","605","122.25","7.75","0.35368422"
"141006","196","606","122.75","7.75","0.27555555"
"141007","196","607","123.25","7.75","0.48238096"
"141008","196","608","123.75","7.75","0.31384617"
"141009","196","609","124.25","7.75","0.85939395"
"141010","196","610","124.75","7.75","0.85583335"
"141011","196","611","125.25","7.75","0.86083335"
"141012","196","612","125.75","7.75","0.16777778"
"141013","196","613","126.25","7.75","0.56"
"141014","196","614","126.75","7.75",
"141030","196","630","134.75","7.75",
"141313","197","193","-83.75","8.25",
"141314","197","194","-83.25","8.25","0.245"
"141315","197","195","-82.75","8.25","0.0058333334"
"141316","197","196","-82.25","8.25","0.12"
"141317","197","197","-81.75","8.25","0.57708335"
"141318","197","198","-81.25","8.25","0.2825"
"141319","197","199","-80.75","8.25","0.13611111"
"141320","197","200","-80.25","8.25","0"
"141321","197","201","-79.75","8.25",
"141323","197","203","-78.75","8.25",
"141324","197","204","-78.25","8.25","0.095"
"141325","197","205","-77.75","8.25","0.022903226"
"141326","197","206","-77.25","8.25","0.5210345"
"141327","197","207","-76.75","8.25","0.05"
"141328","197","208","-76.25","8.25","0.12722223"
"141329","197","209","-75.75","8.25","0.039444447"
"141330","197","210","-75.25","8.25","0"
"141331","197","211","-74.75","8.25","0.035555556"
"141332","197","212","-74.25","8.25","0.7538889"
"141333","197","213","-73.75","8.25","0.11361111"
"141334","197","214","-73.25","8.25","0.945"
"141335","197","215","-72.75","8.25","0.5452778"
"141336","197","216","-72.25","8.25","0.34555554"
"141337","197","217","-71.75","8.25","0.94666666"
"141338","197","218","-71.25","8.25","0.99916667"
"141339","197","219","-70.75","8.25","0.38083333"
"141340","197","220","-70.25","8.25","0"
"141341","197","221","-69.75","8.25","0"
"141342","197","222","-69.25","8.25","0"
"141343","197","223","-68.75","8.25","0"
"141344","197","224","-68.25","8.25","0"
"141345","197","225","-67.75","8.25","0"
"141346","197","226","-67.25","8.25","0"
"141347","197","227","-66.75","8.25","0"
"141348","197","228","-66.25","8.25","0"
"141349","197","229","-65.75","8.25","0"
"141350","197","230","-65.25","8.25","0"
"141351","197","231","-64.75","8.25","0"
"141352","197","232","-64.25","8.25","0"
"141353","197","233","-63.75","8.25","0"
"141354","197","234","-63.25","8.25","0"
"141355","197","235","-62.75","8.25","0.012222223"
"141356","197","236","-62.25","8.25","0.041666668"
"141357","197","237","-61.75","8.25","0.0075000003"
"141358","197","238","-61.25","8.25","0"
"141359","197","239","-60.75","8.25","0"
"141360","197","240","-60.25","8.25","0"
"141361","197","241","-59.75","8.25","0"
"141362","197","242","-59.25","8.25","0"
"141454","197","334","-13.25","8.25","0"
"141455","197","335","-12.75","8.25","0"
"141456","197","336","-12.25","8.25","0.005277778"
"141457","197","337","-11.75","8.25","0.06027778"
"141458","197","338","-11.25","8.25","0.12888889"
"141459","197","339","-10.75","8.25","0.07722222"
"141460","197","340","-10.25","8.25","0.05888889"
"141461","197","341","-9.75","8.25","0.045"
"141462","197","342","-9.25","8.25","0.42944443"
"141463","197","343","-8.75","8.25","0.4136111"
"141464","197","344","-8.25","8.25","0.19277778"
"141465","197","345","-7.75","8.25","0.18972223"
"141466","197","346","-7.25","8.25","0.14083333"
"141467","197","347","-6.75","8.25","0.060833335"
"141468","197","348","-6.25","8.25","0.024722222"
"141469","197","349","-5.75","8.25","0"
"141470","197","350","-5.25","8.25","0"
"141471","197","351","-4.75","8.25","0.075"
"141472","197","352","-4.25","8.25","0"
"141473","197","353","-3.75","8.25","0"
"141474","197","354","-3.25","8.25","0.024999999"
"141475","197","355","-2.75","8.25","0.115833335"
"141476","197","356","-2.25","8.25","0.0008333333"
"141477","197","357","-1.75","8.25","0"
"141478","197","358","-1.25","8.25","0"
"141479","197","359","-0.75","8.25","0"
"141480","197","360","-0.25","8.25","0"
"141481","197","361","0.25","8.25","0.0130555555"
"141482","197","362","0.75","8.25","0.2736111"
"141483","197","363","1.25","8.25","0"
"141484","197","364","1.75","8.25","0"
"141485","197","365","2.25","8.25","0"
"141486","197","366","2.75","8.25","0"
"141487","197","367","3.25","8.25","0"
"141488","197","368","3.75","8.25","0"
"141489","197","369","4.25","8.25","0"
"141490","197","370","4.75","8.25","0"
"141491","197","371","5.25","8.25","0.016944446"
"141492","197","372","5.75","8.25","0.02388889"
"141493","197","373","6.25","8.25","0.10361111"
"141494","197","374","6.75","8.25","0.0030555555"
"141495","197","375","7.25","8.25","0"
"141496","197","376","7.75","8.25","0.04027778"
"141497","197","377","8.25","8.25","0.04111111"
"141498","197","378","8.75","8.25","0"
"141499","197","379","9.25","8.25","0"
"141500","197","380","9.75","8.25","0"
"141501","197","381","10.25","8.25","0"
"141502","197","382","10.75","8.25","0"
"141503","197","383","11.25","8.25","0.475"
"141504","197","384","11.75","8.25","0.85083336"
"141505","197","385","12.25","8.25","0.5441667"
"141506","197","386","12.75","8.25","0.08777778"
"141507","197","387","13.25","8.25","0.645"
"141508","197","388","13.75","8.25","0.3236111"
"141509","197","389","14.25","8.25","0.50666666"
"141510","197","390","14.75","8.25","0.43583333"
"141511","197","391","15.25","8.25","0.1075"
"141512","197","392","15.75","8.25","0.023055555"
"141513","197","393","16.25","8.25","0"
"141514","197","394","16.75","8.25","0"
"141515","197","395","17.25","8.25","0"
"141516","197","396","17.75","8.25","0"
"141517","197","397","18.25","8.25","0"
"141518","197","398","18.75","8.25","0"
"141519","197","399","19.25","8.25","0"
"141520","197","400","19.75","8.25","0"
"141521","197","401","20.25","8.25","0"
"141522","197","402","20.75","8.25","0"
"141523","197","403","21.25","8.25","0"
"141524","197","404","21.75","8.25","0"
"141525","197","405","22.25","8.25","0"
"141526","197","406","22.75","8.25","0"
"141527","197","407","23.25","8.25","0"
"141528","197","408","23.75","8.25","0"
"141529","197","409","24.25","8.25","0"
"141530","197","410","24.75","8.25","0"
"141531","197","411","25.25","8.25","0.041666668"
"141532","197","412","25.75","8.25","0"
"141533","197","413","26.25","8.25","0"
"141534","197","414","26.75","8.25","0"
"141535","197","415","27.25","8.25","0"
"141536","197","416","27.75","8.25","0"
"141537","197","417","28.25","8.25","0"
"141538","197","418","28.75","8.25","0"
"141539","197","419","29.25","8.25","0"
"141540","197","420","29.75","8.25","0"
"141541","197","421","30.25","8.25","0"
"141542","197","422","30.75","8.25","0"
"141543","197","423","31.25","8.25","0"
"141544","197","424","31.75","8.25","0"
"141545","197","425","32.25","8.25","0"
"141546","197","426","32.75","8.25","0"
"141547","197","427","33.25","8.25","0"
"141548","197","428","33.75","8.25","0"
"141549","197","429","34.25","8.25","0.03722222"
"141550","197","430","34.75","8.25","0.675"
"141551","197","431","35.25","8.25","0.5663889"
"141552","197","432","35.75","8.25","0.42"
"141553","197","433","36.25","8.25","0.3686111"
"141554","197","434","36.75","8.25","0.5286111"
"141555","197","435","37.25","8.25","0.6577778"
"141556","197","436","37.75","8.25","0.35083333"
"141557","197","437","38.25","8.25","0.765"
"141558","197","438","38.75","8.25","0.2625"
"141559","197","439","39.25","8.25","0.42"
"141560","197","440","39.75","8.25","0.8908333"
"141561","197","441","40.25","8.25","0.7158333"
"141562","197","442","40.75","8.25","0.6686111"
"141563","197","443","41.25","8.25","0.8411111"
"141564","197","444","41.75","8.25","0.5833333"
"141565","197","445","42.25","8.25","0.47805557"
"141566","197","446","42.75","8.25","0.61583334"
"141567","197","447","43.25","8.25","0.041944444"
"141568","197","448","43.75","8.25","0.029166667"
"141569","197","449","44.25","8.25","0"
"141570","197","450","44.75","8.25","0"
"141571","197","451","45.25","8.25","0"
"141572","197","452","45.75","8.25","0"
"141573","197","453","46.25","8.25","0"
"141574","197","454","46.75","8.25","0"
"141575","197","455","47.25","8.25","0.054444443"
"141576","197","456","47.75","8.25","0"
"141577","197","457","48.25","8.25","0"
"141578","197","458","48.75","8.25","0.0013888889"
"141579","197","459","49.25","8.25","0.019722221"
"141580","197","460","49.75","8.25","0.003030303"
"141581","197","461","50.25","8.25","0"
"141627","197","507","73.25","8.25",
"141634","197","514","76.75","8.25",
"141635","197","515","77.25","8.25","0.22333333"
"141636","197","516","77.75","8.25","0.061764706"
"141637","197","517","78.25","8.25",
"141640","197","520","79.75","8.25","0"
"141641","197","521","80.25","8.25","0"
"141642","197","522","80.75","8.25","0.0022222223"
"141643","197","523","81.25","8.25","0"
"141644","197","524","81.75","8.25",
"141667","197","547","93.25","8.25",
"141668","197","548","93.75","8.25",
"141677","197","557","98.25","8.25","0.068333335"
"141678","197","558","98.75","8.25","0.047058824"
"141679","197","559","99.25","8.25","0.0077777775"
"141680","197","560","99.75","8.25","0.13611111"
"141681","197","561","100.25","8.25","0"
"141714","197","594","116.75","8.25",
"141715","197","595","117.25","8.25",
"141725","197","605","122.25","8.25",
"141726","197","606","122.75","8.25","0.356"
"141727","197","607","123.25","8.25","0.47142857"
"141728","197","608","123.75","8.25","0.64380956"
"141729","197","609","124.25","8.25","0.7109524"
"141730","197","610","124.75","8.25","0.83914286"
"141731","197","611","125.25","8.25","0.9608333"
"141732","197","612","125.75","8.25","0.11777778"
"141733","197","613","126.25","8.25","0.057916667"
"142033","198","193","-83.75","8.75","0.19600001"
"142034","198","194","-83.25","8.75","0.4873913"
"142035","198","195","-82.75","8.75","0.8258333"
"142036","198","196","-82.25","8.75","0.77757573"
"142037","198","197","-81.75","8.75","0.6951852"
"142038","198","198","-81.25","8.75","0.8066667"
"142039","198","199","-80.75","8.75","0.49827588"
"142040","198","200","-80.25","8.75","0.24777777"
"142041","198","201","-79.75","8.75","0.10142857"
"142042","198","202","-79.25","8.75",
"142043","198","203","-78.75","8.75","0.79625"
"142044","198","204","-78.25","8.75","0.15060607"
"142045","198","205","-77.75","8.75","0.18423077"
"142046","198","206","-77.25","8.75","0.31666666"
"142047","198","207","-76.75","8.75","0"
"142048","198","208","-76.25","8.75","0"
"142049","198","209","-75.75","8.75","0"
"142050","198","210","-75.25","8.75","0"
"142051","198","211","-74.75","8.75","0"
"142052","198","212","-74.25","8.75","0.058333334"
"142053","198","213","-73.75","8.75","0.14916667"
"142054","198","214","-73.25","8.75","0.90416664"
"142055","198","215","-72.75","8.75","0.06583334"
"142056","198","216","-72.25","8.75","0"
"142057","198","217","-71.75","8.75","0.11111111"
"142058","198","218","-71.25","8.75","0.8552778"
"142059","198","219","-70.75","8.75","0.9688889"
"142060","198","220","-70.25","8.75","0.33861113"
"142061","198","221","-69.75","8.75","0.012777777"
"142062","198","222","-69.25","8.75","0"
"142063","198","223","-68.75","8.75","0"
"142064","198","224","-68.25","8.75","0.00055555557"
"142065","198","225","-67.75","8.75","0"
"142066","198","226","-67.25","8.75","0"
"142067","198","227","-66.75","8.75","0"
"142068","198","228","-66.25","8.75","0"
"142069","198","229","-65.75","8.75","0"
"142070","198","230","-65.25","8.75","0"
"142071","198","231","-64.75","8.75","0"
"142072","198","232","-64.25","8.75","0"
"142073","198","233","-63.75","8.75","0"
"142074","198","234","-63.25","8.75","0"
"142075","198","235","-62.75","8.75","0"
"142076","198","236","-62.25","8.75","0"
"142077","198","237","-61.75","8.75","0"
"142078","198","238","-61.25","8.75","0"
"142079","198","239","-60.75","8.75","0"
"142080","198","240","-60.25","8.75","0"
"142081","198","241","-59.75","8.75",
"142174","198","334","-13.25","8.75","0"
"142175","198","335","-12.75","8.75","0"
"142176","198","336","-12.25","8.75","0.0008333333"
"142177","198","337","-11.75","8.75","0.13333334"
"142178","198","338","-11.25","8.75","0.16027778"
"142179","198","339","-10.75","8.75","0.46833333"
"142180","198","340","-10.25","8.75","0.16138889"
"142181","198","341","-9.75","8.75","0.19972223"
"142182","198","342","-9.25","8.75","0.45444444"
"142183","198","343","-8.75","8.75","0.31583333"
"142184","198","344","-8.25","8.75","0.28722224"
"142185","198","345","-7.75","8.75","0.24833333"
"142186","198","346","-7.25","8.75","0"
"142187","198","347","-6.75","8.75","0.057222225"
"142188","198","348","-6.25","8.75","0"
"142189","198","349","-5.75","8.75","0"
"142190","198","350","-5.25","8.75","0"
"142191","198","351","-4.75","8.75","0"
"142192","198","352","-4.25","8.75","0.029444445"
"142193","198","353","-3.75","8.75","0.03638889"
"142194","198","354","-3.25","8.75","0"
"142195","198","355","-2.75","8.75","0.020277778"
"142196","198","356","-2.25","8.75","0"
"142197","198","357","-1.75","8.75","0"
"142198","198","358","-1.25","8.75","0"
"142199","198","359","-0.75","8.75","0"
"142200","198","360","-0.25","8.75","0"
"142201","198","361","0.25","8.75","0"
"142202","198","362","0.75","8.75","0.19472222"
"142203","198","363","1.25","8.75","0.00055555557"
"142204","198","364","1.75","8.75","0"
"142205","198","365","2.25","8.75","0"
"142206","198","366","2.75","8.75","0"
"142207","198","367","3.25","8.75","0"
"142208","198","368","3.75","8.75","0"
"142209","198","369","4.25","8.75","0"
"142210","198","370","4.75","8.75","0"
"142211","198","371","5.25","8.75","0"
"142212","198","372","5.75","8.75","0"
"142213","198","373","6.25","8.75","0"
"142214","198","374","6.75","8.75","0"
"142215","198","375","7.25","8.75","0.044166666"
"142216","198","376","7.75","8.75","0.064444445"
"142217","198","377","8.25","8.75","0.16611111"
"142218","198","378","8.75","8.75","0.071944445"
"142219","198","379","9.25","8.75","0.02861111"
"142220","198","380","9.75","8.75","0.020833334"
"142221","198","381","10.25","8.75","0"
"142222","198","382","10.75","8.75","0"
"142223","198","383","11.25","8.75","0.065"
"142224","198","384","11.75","8.75","0.74972224"
"142225","198","385","12.25","8.75","0.45"
"142226","198","386","12.75","8.75","0.6711111"
"142227","198","387","13.25","8.75","0.44916666"
"142228","198","388","13.75","8.75","0.100555554"
"142229","198","389","14.25","8.75","0.012222222"
"142230","198","390","14.75","8.75","0.08972222"
"142231","198","391","15.25","8.75","0"
"142232","198","392","15.75","8.75","0"
"142233","198","393","16.25","8.75","0"
"142234","198","394","16.75","8.75","0"
"142235","198","395","17.25","8.75","0"
"142236","198","396","17.75","8.75","0"
"142237","198","397","18.25","8.75","0"
"142238","198","398","18.75","8.75","0"
"142239","198","399","19.25","8.75","0"
"142240","198","400","19.75","8.75","0.0038888888"
"142241","198","401","20.25","8.75","0.09194444"
"142242","198","402","20.75","8.75","0"
"142243","198","403","21.25","8.75","0.020277778"
"142244","198","404","21.75","8.75","0.014444444"
"142245","198","405","22.25","8.75","0"
"142246","198","406","22.75","8.75","0.060555555"
"142247","198","407","23.25","8.75","0"
"142248","198","408","23.75","8.75","0"
"142249","198","409","24.25","8.75","0"
"142250","198","410","24.75","8.75","0"
"142251","198","411","25.25","8.75","0.006111111"
"142252","198","412","25.75","8.75","0"
"142253","198","413","26.25","8.75","0"
"142254","198","414","26.75","8.75","0"
"142255","198","415","27.25","8.75","0"
"142256","198","416","27.75","8.75","0"
"142257","198","417","28.25","8.75","0"
"142258","198","418","28.75","8.75","0"
"142259","198","419","29.25","8.75","0"
"142260","198","420","29.75","8.75","0"
"142261","198","421","30.25","8.75","0"
"142262","198","422","30.75","8.75","0"
"142263","198","423","31.25","8.75","0"
"142264","198","424","31.75","8.75","0"
"142265","198","425","32.25","8.75","0"
"142266","198","426","32.75","8.75","0"
"142267","198","427","33.25","8.75","0"
"142268","198","428","33.75","8.75","0.0075"
"142269","198","429","34.25","8.75","0.43805555"
"142270","198","430","34.75","8.75","0.8308333"
"142271","198","431","35.25","8.75","0.4911111"
"142272","198","432","35.75","8.75","0.30444443"
