gid,row,col,xcoord,ycoord,mountains_mean
"49182","69","222","-69.25","-55.75",
"49183","69","223","-68.75","-55.75",
"49184","69","224","-68.25","-55.75",
"49185","69","225","-67.75","-55.75",
"49186","69","226","-67.25","-55.75",
"49898","70","218","-71.25","-55.25",
"49899","70","219","-70.75","-55.25",
"49900","70","220","-70.25","-55.25",
"49901","70","221","-69.75","-55.25","0.838"
"49902","70","222","-69.25","-55.25","0.77666664"
"49903","70","223","-68.75","-55.25","0.834"
"49904","70","224","-68.25","-55.25","0.61"
"49905","70","225","-67.75","-55.25","0.24666667"
"49906","70","226","-67.25","-55.25","0"
"49907","70","227","-66.75","-55.25","0.12"
"49908","70","228","-66.25","-55.25",
"50616","71","216","-72.25","-54.75",
"50617","71","217","-71.75","-54.75",
"50618","71","218","-71.25","-54.75","0.635"
"50619","71","219","-70.75","-54.75","0.73"
"50620","71","220","-70.25","-54.75","0.8925"
"50621","71","221","-69.75","-54.75","0.9576923"
"50622","71","222","-69.25","-54.75","0.91444445"
"50623","71","223","-68.75","-54.75","0.6880769"
"50624","71","224","-68.25","-54.75","0.50608695"
"50625","71","225","-67.75","-54.75","0.46703702"
"50626","71","226","-67.25","-54.75","0.4184"
"50627","71","227","-66.75","-54.75","0.14"
"50628","71","228","-66.25","-54.75","0.32076922"
"50629","71","229","-65.75","-54.75","0.31166667"
"50630","71","230","-65.25","-54.75","0.18833333"
"50631","71","231","-64.75","-54.75",
"50632","71","232","-64.25","-54.75",
"50633","71","233","-63.75","-54.75",
"51078","71","678","158.75","-54.75",
"51334","72","214","-73.25","-54.25",
"51335","72","215","-72.75","-54.25",
"51336","72","216","-72.25","-54.25","0.41"
"51337","72","217","-71.75","-54.25","0.79"
"51338","72","218","-71.25","-54.25",
"51339","72","219","-70.75","-54.25","0.85249996"
"51340","72","220","-70.25","-54.25","0.73"
"51341","72","221","-69.75","-54.25","0.25416666"
"51342","72","222","-69.25","-54.25","0.3140909"
"51343","72","223","-68.75","-54.25","0.34885713"
"51344","72","224","-68.25","-54.25","0.19138889"
"51345","72","225","-67.75","-54.25","0.13805555"
"51346","72","226","-67.25","-54.25","0.033214286"
"51347","72","227","-66.75","-54.25","0.07909091"
"51348","72","228","-66.25","-54.25",
"51798","72","678","158.75","-54.25",
"52053","73","213","-73.75","-53.75",
"52054","73","214","-73.25","-53.75","0.228"
"52055","73","215","-72.75","-53.75","0.85818183"
"52056","73","216","-72.25","-53.75","0.50333333"
"52057","73","217","-71.75","-53.75","0.7313333"
"52058","73","218","-71.25","-53.75","0.6356522"
"52059","73","219","-70.75","-53.75","0.1825"
"52060","73","220","-70.25","-53.75","0.5466667"
"52061","73","221","-69.75","-53.75","0.37318182"
"52062","73","222","-69.25","-53.75","0.027058823"
"52063","73","223","-68.75","-53.75","0"
"52064","73","224","-68.25","-53.75","0"
"52065","73","225","-67.75","-53.75","0"
"52066","73","226","-67.25","-53.75",
"52772","74","212","-74.25","-53.25",
"52773","74","213","-73.75","-53.25",
"52774","74","214","-73.25","-53.25",
"52775","74","215","-72.75","-53.25","0.69"
"52776","74","216","-72.25","-53.25","0.4675"
"52777","74","217","-71.75","-53.25","0.7375"
"52778","74","218","-71.25","-53.25","0.636"
"52779","74","219","-70.75","-53.25","0.1"
"52780","74","220","-70.25","-53.25","0.20555556"
"52781","74","221","-69.75","-53.25","0.034583334"
"52782","74","222","-69.25","-53.25","0"
"52783","74","223","-68.75","-53.25","0"
"52784","74","224","-68.25","-53.25","0"
"53491","75","211","-74.75","-52.75",
"53492","75","212","-74.25","-52.75",
"53493","75","213","-73.75","-52.75",
"53494","75","214","-73.25","-52.75","0.73875"
"53495","75","215","-72.75","-52.75","0.64375"
"53496","75","216","-72.25","-52.75","0.502"
"53497","75","217","-71.75","-52.75","0.41166666"
"53498","75","218","-71.25","-52.75","0.0044444446"
"53499","75","219","-70.75","-52.75","0"
"53500","75","220","-70.25","-52.75","0.0875"
"53501","75","221","-69.75","-52.75","0"
"53502","75","222","-69.25","-52.75","0"
"53503","75","223","-68.75","-52.75","0"
"53504","75","224","-68.25","-52.75","0"
"53979","75","699","169.25","-52.75",
"54210","76","210","-75.25","-52.25",
"54211","76","211","-74.75","-52.25",
"54212","76","212","-74.25","-52.25",
"54213","76","213","-73.75","-52.25","0.02"
"54214","76","214","-73.25","-52.25","0.5423077"
"54215","76","215","-72.75","-52.25","0.29833335"
"54216","76","216","-72.25","-52.25","0.40424243"
"54217","76","217","-71.75","-52.25","0.4652778"
"54218","76","218","-71.25","-52.25","0.016111111"
"54219","76","219","-70.75","-52.25","0"
"54220","76","220","-70.25","-52.25","0.005277778"
"54221","76","221","-69.75","-52.25","0"
"54222","76","222","-69.25","-52.25","0"
"54223","76","223","-68.75","-52.25","0"
"54224","76","224","-68.25","-52.25",
"54699","76","699","169.25","-52.25",
"54930","77","210","-75.25","-51.75",
"54931","77","211","-74.75","-51.75",
"54932","77","212","-74.25","-51.75",
"54933","77","213","-73.75","-51.75","0.88"
"54934","77","214","-73.25","-51.75","0.935"
"54935","77","215","-72.75","-51.75","0.38857144"
"54936","77","216","-72.25","-51.75","0.21575758"
"54937","77","217","-71.75","-51.75","0.045833334"
"54938","77","218","-71.25","-51.75","0"
"54939","77","219","-70.75","-51.75","0"
"54940","77","220","-70.25","-51.75","0"
"54941","77","221","-69.75","-51.75","0"
"54942","77","222","-69.25","-51.75","0"
"54943","77","223","-68.75","-51.75","0"
"55650","78","210","-75.25","-51.25",
"55651","78","211","-74.75","-51.25",
"55652","78","212","-74.25","-51.25","0.04"
"55653","78","213","-73.75","-51.25","0.70666665"
"55654","78","214","-73.25","-51.25","0.7661539"
"55655","78","215","-72.75","-51.25","0.27083334"
"55656","78","216","-72.25","-51.25","0.3913889"
"55657","78","217","-71.75","-51.25","0.096944444"
"55658","78","218","-71.25","-51.25","0.03277778"
"55659","78","219","-70.75","-51.25","0"
"55660","78","220","-70.25","-51.25","0"
"55661","78","221","-69.75","-51.25","0"
"55662","78","222","-69.25","-51.25","0"
"55663","78","223","-68.75","-51.25",
"56369","79","209","-75.75","-50.75",
"56370","79","210","-75.25","-50.75",
"56371","79","211","-74.75","-50.75","0.41"
"56372","79","212","-74.25","-50.75","0.46"
"56373","79","213","-73.75","-50.75","0.8476923"
"56374","79","214","-73.25","-50.75","0.87333333"
"56375","79","215","-72.75","-50.75","0.6191667"
"56376","79","216","-72.25","-50.75","0.5491667"
"56377","79","217","-71.75","-50.75","0.39583334"
"56378","79","218","-71.25","-50.75","0"
"56379","79","219","-70.75","-50.75","0"
"56380","79","220","-70.25","-50.75","0"
"56381","79","221","-69.75","-50.75","0"
"56382","79","222","-69.25","-50.75","0"
"56852","79","692","165.75","-50.75",
"56853","79","693","166.25","-50.75",
"57090","80","210","-75.25","-50.25",
"57091","80","211","-74.75","-50.25",
"57092","80","212","-74.25","-50.25","0.31666666"
"57093","80","213","-73.75","-50.25","0.9162963"
"57094","80","214","-73.25","-50.25","0.63666666"
"57095","80","215","-72.75","-50.25","0.5222222"
"57096","80","216","-72.25","-50.25","0.46305555"
"57097","80","217","-71.75","-50.25","0.4072222"
"57098","80","218","-71.25","-50.25","0.3775"
"57099","80","219","-70.75","-50.25","0.305"
"57100","80","220","-70.25","-50.25","0.07277778"
"57101","80","221","-69.75","-50.25","0.031944443"
"57102","80","222","-69.25","-50.25","0.013428572"
"57103","80","223","-68.75","-50.25","0.007647059"
"57104","80","224","-68.25","-50.25","0"
"57105","80","225","-67.75","-50.25",
"57809","81","209","-75.75","-49.75",
"57810","81","210","-75.25","-49.75",
"57811","81","211","-74.75","-49.75","0.918"
"57812","81","212","-74.25","-49.75","0.68333334"
"57813","81","213","-73.75","-49.75","0.92333335"
"57814","81","214","-73.25","-49.75","0.92388886"
"57815","81","215","-72.75","-49.75","0.6880556"
"57816","81","216","-72.25","-49.75","0.64916664"
"57817","81","217","-71.75","-49.75","0.54333335"
"57818","81","218","-71.25","-49.75","0.48250002"
"57819","81","219","-70.75","-49.75","0.32944444"
"57820","81","220","-70.25","-49.75","0.13722222"
"57821","81","221","-69.75","-49.75","0.014444444"
"57822","81","222","-69.25","-49.75","0.0008333333"
"57823","81","223","-68.75","-49.75","0"
"57824","81","224","-68.25","-49.75","0"
"57825","81","225","-67.75","-49.75","0"
"58318","81","718","178.75","-49.75",
"58529","82","209","-75.75","-49.25",
"58530","82","210","-75.25","-49.25",
"58531","82","211","-74.75","-49.25","0.7633333"
"58532","82","212","-74.25","-49.25","0.7681818"
"58533","82","213","-73.75","-49.25","0.91137934"
"58534","82","214","-73.25","-49.25","1"
"58535","82","215","-72.75","-49.25","0.92972225"
"58536","82","216","-72.25","-49.25","0.85638887"
"58537","82","217","-71.75","-49.25","0.46638888"
"58538","82","218","-71.25","-49.25","0.12166667"
"58539","82","219","-70.75","-49.25","0.25138888"
"58540","82","220","-70.25","-49.25","0.06722222"
"58541","82","221","-69.75","-49.25","0.12833333"
"58542","82","222","-69.25","-49.25","0.036111113"
"58543","82","223","-68.75","-49.25","0"
"58544","82","224","-68.25","-49.25","0.0019444445"
"58545","82","225","-67.75","-49.25","0"
"59249","83","209","-75.75","-48.75","0"
"59250","83","210","-75.25","-48.75",
"59251","83","211","-74.75","-48.75","0.58"
"59252","83","212","-74.25","-48.75","0.804"
"59253","83","213","-73.75","-48.75","0.95941174"
"59254","83","214","-73.25","-48.75","0.9969444"
"59255","83","215","-72.75","-48.75","0.97333336"
"59256","83","216","-72.25","-48.75","0.735"
"59257","83","217","-71.75","-48.75","0.6755555"
"59258","83","218","-71.25","-48.75","0.3427778"
"59259","83","219","-70.75","-48.75","0.036944445"
"59260","83","220","-70.25","-48.75","0.23416667"
"59261","83","221","-69.75","-48.75","0.007222222"
"59262","83","222","-69.25","-48.75","0.094166666"
"59263","83","223","-68.75","-48.75","0"
"59264","83","224","-68.25","-48.75","0"
"59265","83","225","-67.75","-48.75","0"
"59266","83","226","-67.25","-48.75","0"
"59267","83","227","-66.75","-48.75","0"
"59969","84","209","-75.75","-48.25",
"59970","84","210","-75.25","-48.25","0.68"
"59971","84","211","-74.75","-48.25","0.76"
"59972","84","212","-74.25","-48.25","0.895"
"59973","84","213","-73.75","-48.25","0.8535294"
"59974","84","214","-73.25","-48.25","0.951"
"59975","84","215","-72.75","-48.25","0.9761111"
"59976","84","216","-72.25","-48.25","0.9663889"
"59977","84","217","-71.75","-48.25","0.20277777"
"59978","84","218","-71.25","-48.25","0.21694444"
"59979","84","219","-70.75","-48.25","0"
"59980","84","220","-70.25","-48.25","0"
"59981","84","221","-69.75","-48.25","0"
"59982","84","222","-69.25","-48.25","0.16055556"
"59983","84","223","-68.75","-48.25","0.048055556"
"59984","84","224","-68.25","-48.25","0.053055555"
"59985","84","225","-67.75","-48.25","0"
"59986","84","226","-67.25","-48.25","0"
"59987","84","227","-66.75","-48.25","0"
"59988","84","228","-66.25","-48.25","0"
"59989","84","229","-65.75","-48.25",
"60690","85","210","-75.25","-47.75",
"60691","85","211","-74.75","-47.75","0.17"
"60692","85","212","-74.25","-47.75","0.5044444"
"60693","85","213","-73.75","-47.75","0.79933333"
"60694","85","214","-73.25","-47.75","0.74833333"
"60695","85","215","-72.75","-47.75","0.9166667"
"60696","85","216","-72.25","-47.75","0.7986111"
"60697","85","217","-71.75","-47.75","0.8030556"
"60698","85","218","-71.25","-47.75","0.030555556"
"60699","85","219","-70.75","-47.75","0"
"60700","85","220","-70.25","-47.75","0.006944444"
"60701","85","221","-69.75","-47.75","0.10972222"
"60702","85","222","-69.25","-47.75","0.3961111"
"60703","85","223","-68.75","-47.75","0.6636111"
"60704","85","224","-68.25","-47.75","0.10527778"
"60705","85","225","-67.75","-47.75","0"
"60706","85","226","-67.25","-47.75","0"
"60707","85","227","-66.75","-47.75","0"
"60708","85","228","-66.25","-47.75","0"
"60709","85","229","-65.75","-47.75","0"
"61411","86","211","-74.75","-47.25",
"61412","86","212","-74.25","-47.25","0.6623077"
"61413","86","213","-73.75","-47.25","0.90805554"
"61414","86","214","-73.25","-47.25","0.9161111"
"61415","86","215","-72.75","-47.25","0.79333335"
"61416","86","216","-72.25","-47.25","0.76694447"
"61417","86","217","-71.75","-47.25","0.72194445"
"61418","86","218","-71.25","-47.25","0.54694444"
"61419","86","219","-70.75","-47.25","0.74027777"
"61420","86","220","-70.25","-47.25","0.29805556"
"61421","86","221","-69.75","-47.25","0.25"
"61422","86","222","-69.25","-47.25","0.7902778"
"61423","86","223","-68.75","-47.25","0.7816667"
"61424","86","224","-68.25","-47.25","0.108055554"
"61425","86","225","-67.75","-47.25","0.00055555557"
"61426","86","226","-67.25","-47.25","0"
"61427","86","227","-66.75","-47.25","0"
"61428","86","228","-66.25","-47.25","0"
"61429","86","229","-65.75","-47.25","0"
"61896","86","696","167.75","-47.25","0.404"
"61897","86","697","168.25","-47.25","0.01"
"62129","87","209","-75.75","-46.75","0.745"
"62130","87","210","-75.25","-46.75","0.19399999"
"62131","87","211","-74.75","-46.75","0.190625"
"62132","87","212","-74.25","-46.75","0.044090908"
"62133","87","213","-73.75","-46.75","0.84499997"
"62134","87","214","-73.25","-46.75","0.9961111"
"62135","87","215","-72.75","-46.75","0.6830556"
"62136","87","216","-72.25","-46.75","0.8113889"
"62137","87","217","-71.75","-46.75","0.7602778"
"62138","87","218","-71.25","-46.75","0.45916668"
"62139","87","219","-70.75","-46.75","0.39833334"
"62140","87","220","-70.25","-46.75","0.46666667"
"62141","87","221","-69.75","-46.75","0.44138888"
"62142","87","222","-69.25","-46.75","0.43472221"
"62143","87","223","-68.75","-46.75","0.115833335"
"62144","87","224","-68.25","-46.75","0"
"62145","87","225","-67.75","-46.75","0"
"62146","87","226","-67.25","-46.75","0"
"62147","87","227","-66.75","-46.75","0"
"62356","87","436","37.75","-46.75",
"62616","87","696","167.75","-46.75","0.1575"
"62617","87","697","168.25","-46.75",
"62618","87","698","168.75","-46.75","0"
"62619","87","699","169.25","-46.75","0.18"
"62620","87","700","169.75","-46.75",
"62850","88","210","-75.25","-46.25","0.093333334"
"62851","88","211","-74.75","-46.25","0.6376"
"62852","88","212","-74.25","-46.25","0.43290323"
"62853","88","213","-73.75","-46.25","0.5555556"
"62854","88","214","-73.25","-46.25","0.81700003"
"62855","88","215","-72.75","-46.25","0.94805557"
"62856","88","216","-72.25","-46.25","0.93083334"
"62857","88","217","-71.75","-46.25","0.59583336"
"62858","88","218","-71.25","-46.25","0.6394445"
"62859","88","219","-70.75","-46.25","0.13111112"
"62860","88","220","-70.25","-46.25","0.07472222"
"62861","88","221","-69.75","-46.25","0.0130555555"
"62862","88","222","-69.25","-46.25","0.115277775"
"62863","88","223","-68.75","-46.25","0.48055556"
"62864","88","224","-68.25","-46.25","0.20666666"
"62865","88","225","-67.75","-46.25","0.05269231"
"62866","88","226","-67.25","-46.25",
"63333","88","693","166.25","-46.25",
"63334","88","694","166.75","-46.25","0.932"
"63335","88","695","167.25","-46.25","0.6372727"
"63336","88","696","167.75","-46.25","0.19642857"
"63337","88","697","168.25","-46.25","0.0112000005"
"63338","88","698","168.75","-46.25","0.12222222"
"63339","88","699","169.25","-46.25","0.29916665"
"63340","88","700","169.75","-46.25","0.0524"
"63341","88","701","170.25","-46.25","0.043333333"
"63570","89","210","-75.25","-45.75",
"63571","89","211","-74.75","-45.75","0.442"
"63572","89","212","-74.25","-45.75","0.32428572"
"63573","89","213","-73.75","-45.75","0.314"
"63574","89","214","-73.25","-45.75","0.815"
"63575","89","215","-72.75","-45.75","0.8786111"
"63576","89","216","-72.25","-45.75","0.95305556"
"63577","89","217","-71.75","-45.75","0.8497222"
"63578","89","218","-71.25","-45.75","0.6586111"
"63579","89","219","-70.75","-45.75","0.034444444"
"63580","89","220","-70.25","-45.75","0"
"63581","89","221","-69.75","-45.75","0.40555555"
"63582","89","222","-69.25","-45.75","0.3386111"
"63583","89","223","-68.75","-45.75","0.12472222"
"63584","89","224","-68.25","-45.75","0.31638888"
"63585","89","225","-67.75","-45.75","0.45848486"
"63586","89","226","-67.25","-45.75","0.51"
"64053","89","693","166.25","-45.75",
"64054","89","694","166.75","-45.75","0.8933333"
"64055","89","695","167.25","-45.75","0.89416665"
"64056","89","696","167.75","-45.75","0.50416666"
"64057","89","697","168.25","-45.75","0.55583334"
"64058","89","698","168.75","-45.75","0.51222223"
"64059","89","699","169.25","-45.75","0.63666666"
"64060","89","700","169.75","-45.75","0.77555555"
"64061","89","701","170.25","-45.75","0.5075"
"64062","89","702","170.75","-45.75","0.24000001"
"64291","90","211","-74.75","-45.25",
"64292","90","212","-74.25","-45.25","0.58"
"64293","90","213","-73.75","-45.25","0.6775"
"64294","90","214","-73.25","-45.25","0.88714284"
"64295","90","215","-72.75","-45.25","0.82033336"
"64296","90","216","-72.25","-45.25","0.9166667"
"64297","90","217","-71.75","-45.25","0.7727778"
"64298","90","218","-71.25","-45.25","0.36888888"
"64299","90","219","-70.75","-45.25","0.03"
"64300","90","220","-70.25","-45.25","0"
"64301","90","221","-69.75","-45.25","0.53444445"
"64302","90","222","-69.25","-45.25","0.5197222"
"64303","90","223","-68.75","-45.25","0.3925"
"64304","90","224","-68.25","-45.25","0.21055555"
"64305","90","225","-67.75","-45.25","0.19694445"
"64306","90","226","-67.25","-45.25","0.42633334"
"64307","90","227","-66.75","-45.25","0.046363637"
"64308","90","228","-66.25","-45.25",
"64309","90","229","-65.75","-45.25",
"64774","90","694","166.75","-45.25","0.92"
"64775","90","695","167.25","-45.25","0.97333336"
"64776","90","696","167.75","-45.25","0.6861111"
"64777","90","697","168.25","-45.25","0.9716667"
"64778","90","698","168.75","-45.25","0.93"
"64779","90","699","169.25","-45.25","0.8536111"
"64780","90","700","169.75","-45.25","0.8888889"
"64781","90","701","170.25","-45.25","0.81"
"64782","90","702","170.75","-45.25","0.49208334"
"64783","90","703","171.25","-45.25",
"65010","91","210","-75.25","-44.75",
"65011","91","211","-74.75","-44.75",
"65012","91","212","-74.25","-44.75","0.22500001"
"65013","91","213","-73.75","-44.75","0.92"
"65014","91","214","-73.25","-44.75","0.66888887"
"65015","91","215","-72.75","-44.75","0.7631818"
"65016","91","216","-72.25","-44.75","0.8725"
"65017","91","217","-71.75","-44.75","0.8452778"
"65018","91","218","-71.25","-44.75","0.6855556"
"65019","91","219","-70.75","-44.75","0.2488889"
"65020","91","220","-70.25","-44.75","0"
"65021","91","221","-69.75","-44.75","0.5897222"
"65022","91","222","-69.25","-44.75","0.44111112"
"65023","91","223","-68.75","-44.75","0.6552778"
"65024","91","224","-68.25","-44.75","0.6261111"
"65025","91","225","-67.75","-44.75","0.19027777"
"65026","91","226","-67.25","-44.75","0.04027778"
"65027","91","227","-66.75","-44.75","0.07722222"
"65028","91","228","-66.25","-44.75","0.00058823527"
"65029","91","229","-65.75","-44.75","0"
"65030","91","230","-65.25","-44.75",
"65495","91","695","167.25","-44.75","0.9"
"65496","91","696","167.75","-44.75","0.95363635"
"65497","91","697","168.25","-44.75","0.93416667"
"65498","91","698","168.75","-44.75","0.99777776"
"65499","91","699","169.25","-44.75","0.8372222"
"65500","91","700","169.75","-44.75","1"
"65501","91","701","170.25","-44.75","0.9602778"
"65502","91","702","170.75","-44.75","0.5605556"
"65503","91","703","171.25","-44.75","0.00125"
"65527","92","7","-176.75","-44.25","0"
"65528","92","8","-176.25","-44.25",
"65731","92","211","-74.75","-44.25",
"65732","92","212","-74.25","-44.25",
"65733","92","213","-73.75","-44.25",
"65734","92","214","-73.25","-44.25","0.5866667"
"65735","92","215","-72.75","-44.25","0.85541666"
"65736","92","216","-72.25","-44.25","0.88166666"
"65737","92","217","-71.75","-44.25","0.6880556"
"65738","92","218","-71.25","-44.25","0.16638888"
"65739","92","219","-70.75","-44.25","0.11027778"
"65740","92","220","-70.25","-44.25","0.28944445"
"65741","92","221","-69.75","-44.25","0.09944444"
"65742","92","222","-69.25","-44.25","0.22527778"
"65743","92","223","-68.75","-44.25","0.67388886"
"65744","92","224","-68.25","-44.25","0.4538889"
"65745","92","225","-67.75","-44.25","0.17083333"
"65746","92","226","-67.25","-44.25","0"
"65747","92","227","-66.75","-44.25","0.00027777778"
"65748","92","228","-66.25","-44.25","0"
"65749","92","229","-65.75","-44.25","0"
"65750","92","230","-65.25","-44.25","0"
"66216","92","696","167.75","-44.25","0.53"
"66217","92","697","168.25","-44.25","0.8025"
"66218","92","698","168.75","-44.25","0.81027776"
"66219","92","699","169.25","-44.25","0.93666667"
"66220","92","700","169.75","-44.25","1"
"66221","92","701","170.25","-44.25","0.87027776"
"66222","92","702","170.75","-44.25","0.81416667"
"66223","92","703","171.25","-44.25","0.10652174"
"66224","92","704","171.75","-44.25","0"
"66247","93","7","-176.75","-43.75",
"66248","93","8","-176.25","-43.75",
"66451","93","211","-74.75","-43.75",
"66452","93","212","-74.25","-43.75",
"66453","93","213","-73.75","-43.75",
"66454","93","214","-73.25","-43.75",
"66455","93","215","-72.75","-43.75","0.7859375"
"66456","93","216","-72.25","-43.75","0.8725"
"66457","93","217","-71.75","-43.75","0.97583336"
"66458","93","218","-71.25","-43.75","0.8113889"
"66459","93","219","-70.75","-43.75","0.6547222"
"66460","93","220","-70.25","-43.75","0.5733333"
"66461","93","221","-69.75","-43.75","0.7222222"
"66462","93","222","-69.25","-43.75","0.7241667"
"66463","93","223","-68.75","-43.75","0.34"
"66464","93","224","-68.25","-43.75","0.36777776"
"66465","93","225","-67.75","-43.75","0.28583333"
"66466","93","226","-67.25","-43.75","0.040277775"
"66467","93","227","-66.75","-43.75","0.07777778"
"66468","93","228","-66.25","-43.75","0"
"66469","93","229","-65.75","-43.75","0"
"66470","93","230","-65.25","-43.75","0"
"66893","93","653","146.25","-43.75",
"66894","93","654","146.75","-43.75","0.485"
"66895","93","655","147.25","-43.75",
"66938","93","698","168.75","-43.75","0.13"
"66939","93","699","169.25","-43.75","0.6358824"
"66940","93","700","169.75","-43.75","0.86"
"66941","93","701","170.25","-43.75","0.99972224"
"66942","93","702","170.75","-43.75","1"
"66943","93","703","171.25","-43.75","0.7763889"
"66944","93","704","171.75","-43.75","0.16171429"
"66945","93","705","172.25","-43.75","0"
"66946","93","706","172.75","-43.75","0.20333333"
"66947","93","707","173.25","-43.75","0.65"
"67172","94","212","-74.25","-43.25","0.033636365"
"67173","94","213","-73.75","-43.25","0.090833336"
"67174","94","214","-73.25","-43.25",
"67175","94","215","-72.75","-43.25","0.9551852"
"67176","94","216","-72.25","-43.25","0.88055557"
"67177","94","217","-71.75","-43.25","0.9752778"
"67178","94","218","-71.25","-43.25","0.9538889"
"67179","94","219","-70.75","-43.25","0.8322222"
"67180","94","220","-70.25","-43.25","0.71305555"
"67181","94","221","-69.75","-43.25","0.7827778"
"67182","94","222","-69.25","-43.25","0.9891667"
"67183","94","223","-68.75","-43.25","0.77111113"
"67184","94","224","-68.25","-43.25","0.7211111"
"67185","94","225","-67.75","-43.25","0.30555555"
"67186","94","226","-67.25","-43.25","0"
"67187","94","227","-66.75","-43.25","0"
"67188","94","228","-66.25","-43.25","0"
"67189","94","229","-65.75","-43.25","0"
"67190","94","230","-65.25","-43.25","0"
"67191","94","231","-64.75","-43.25","0"
"67192","94","232","-64.25","-43.25",
"67612","94","652","145.75","-43.25","0.085"
"67613","94","653","146.25","-43.25","0.43407407"
"67614","94","654","146.75","-43.25","0.5796667"
"67615","94","655","147.25","-43.25","0.49666667"
"67616","94","656","147.75","-43.25","0.07"
"67617","94","657","148.25","-43.25",
"67660","94","700","169.75","-43.25","0.035"
"67661","94","701","170.25","-43.25","0.5373684"
"67662","94","702","170.75","-43.25","0.84742856"
"67663","94","703","171.25","-43.25","0.9986111"
"67664","94","704","171.75","-43.25","0.98333335"
"67665","94","705","172.25","-43.25","0.5005556"
"67666","94","706","172.75","-43.25","0.1475"
"67667","94","707","173.25","-43.25",
"67892","95","212","-74.25","-42.75","0.084285714"
"67893","95","213","-73.75","-42.75","0.047222223"
"67894","95","214","-73.25","-42.75",
"67895","95","215","-72.75","-42.75","0.7107143"
"67896","95","216","-72.25","-42.75","0.92388886"
"67897","95","217","-71.75","-42.75","1"
"67898","95","218","-71.25","-42.75","1"
"67899","95","219","-70.75","-42.75","0.88611114"
"67900","95","220","-70.25","-42.75","0.92777777"
"67901","95","221","-69.75","-42.75","0.8947222"
"67902","95","222","-69.25","-42.75","0.45583335"
"67903","95","223","-68.75","-42.75","0.81027776"
"67904","95","224","-68.25","-42.75","0.73055553"
"67905","95","225","-67.75","-42.75","0.9202778"
"67906","95","226","-67.25","-42.75","0.38972223"
"67907","95","227","-66.75","-42.75","0.061944444"
"67908","95","228","-66.25","-42.75","0.0052777776"
"67909","95","229","-65.75","-42.75","0"
"67910","95","230","-65.25","-42.75","0"
"67911","95","231","-64.75","-42.75","0"
"67912","95","232","-64.25","-42.75","0"
"67913","95","233","-63.75","-42.75","0"
"68331","95","651","145.25","-42.75","0"
"68332","95","652","145.75","-42.75","0.17470588"
"68333","95","653","146.25","-42.75","0.76166666"
"68334","95","654","146.75","-42.75","0.635"
"68335","95","655","147.25","-42.75","0.4032"
"68336","95","656","147.75","-42.75","0.20071429"
"68337","95","657","148.25","-42.75",
"68382","95","702","170.75","-42.75","0.34"
"68383","95","703","171.25","-42.75","0.41741934"
"68384","95","704","171.75","-42.75","0.8288889"
"68385","95","705","172.25","-42.75","1"
"68386","95","706","172.75","-42.75","0.57"
"68387","95","707","173.25","-42.75","0.39761904"
"68388","95","708","173.75","-42.75",
"68612","96","212","-74.25","-42.25","0.672"
"68613","96","213","-73.75","-42.25","0.21035714"
"68614","96","214","-73.25","-42.25",
"68615","96","215","-72.75","-42.25","0.95666665"
"68616","96","216","-72.25","-42.25","0.9265517"
"68617","96","217","-71.75","-42.25","0.9"
"68618","96","218","-71.25","-42.25","0.9911111"
"68619","96","219","-70.75","-42.25","0.5347222"
"68620","96","220","-70.25","-42.25","0.80194443"
"68621","96","221","-69.75","-42.25","0.60694444"
"68622","96","222","-69.25","-42.25","0.3775"
"68623","96","223","-68.75","-42.25","0.49555555"
"68624","96","224","-68.25","-42.25","0.42472222"
"68625","96","225","-67.75","-42.25","0.5966667"
"68626","96","226","-67.25","-42.25","0.18833333"
"68627","96","227","-66.75","-42.25","0.41833332"
"68628","96","228","-66.25","-42.25","0"
"68629","96","229","-65.75","-42.25","0"
"68630","96","230","-65.25","-42.25","0"
"68631","96","231","-64.75","-42.25","0"
"68632","96","232","-64.25","-42.25","0"
"68633","96","233","-63.75","-42.25","0"
"69051","96","651","145.25","-42.25","0.015000001"
"69052","96","652","145.75","-42.25","0.6691176"
"69053","96","653","146.25","-42.25","0.8383333"
"69054","96","654","146.75","-42.25","0.685"
"69055","96","655","147.25","-42.25","0.6863889"
"69056","96","656","147.75","-42.25","0.48727274"
"69057","96","657","148.25","-42.25","0"
"69103","96","703","171.25","-42.25","0.3909091"
"69104","96","704","171.75","-42.25","0.5563889"
"69105","96","705","172.25","-42.25","0.9994444"
"69106","96","706","172.75","-42.25","1"
"69107","96","707","173.25","-42.25","0.98305553"
"69108","96","708","173.75","-42.25","0.87625"
"69109","96","709","174.25","-42.25",
"69332","97","212","-74.25","-41.75",
"69333","97","213","-73.75","-41.75","0.024545455"
"69334","97","214","-73.25","-41.75","0"
"69335","97","215","-72.75","-41.75","0.727"
"69336","97","216","-72.25","-41.75","0.8813793"
"69337","97","217","-71.75","-41.75","0.9369444"
"69338","97","218","-71.25","-41.75","1"
"69339","97","219","-70.75","-41.75","0.54388887"
"69340","97","220","-70.25","-41.75","0.7266667"
"69341","97","221","-69.75","-41.75","0.36805555"
"69342","97","222","-69.25","-41.75","0.49194443"
"69343","97","223","-68.75","-41.75","0.4588889"
"69344","97","224","-68.25","-41.75","0.45694444"
"69345","97","225","-67.75","-41.75","0.096666664"
